twitt_id; date; user_id; user_name; text; lat; lng
354376943291990017; "Mon Jul 08 231021 0000 2013"; 494565776; "DaltonChaisson"; "I hope it doesnt flood here like it is in toronto...."; 43.19365144; -79.80020437
354377000896565251; "Mon Jul 08 231035 0000 2013"; 14146356; ""; "Well, thats not good.  DVP flooded. #floodTO  Don Valley Parkway http//t.co/3zQgoUiOZs"; 43.74826564; -79.33341265
354377129116450817; "Mon Jul 08 231106 0000 2013"; 343048856; "Darryl Duggan"; "Thats a little scary! #Toronto MT ElenaLappo 427 and burnhamthorpe....cars flooded to the roofs  LyndsayCTV http//t.co/S3wKbIsMsr"; 43.70143854; -79.53353283
354377164214370305; "Mon Jul 08 231114 0000 2013"; 19836975; "vicki"; "Be careful! Power lines are down in places and hard to see them. #stormTO http//t.co/E952jD1I0Y"; 43.67611201; -79.38048558
354377234833870848; "Mon Jul 08 231131 0000 2013"; 17329839; "Tilo"; "Subway stations absolutely flooded in #Toronto. I was ankle deep in water!! Dont go to Osgoode, its a madhouse."; 43.65244489; -79.38237504
354377285438148609; "Mon Jul 08 231143 0000 2013"; 317215845; "Radio Nation"; "Commissioners road saw heavy flooding. 680News 680newstraffic #stormTO http//t.co/iLCoHdJ2CD"; 43.65981347; -79.33690966
354377389456891906; "Mon Jul 08 231208 0000 2013"; 68293330; "Calgary Now"; "News Talk 770 names new hosts for Calgary radio show left vacant after Dave Rutherford flood rant Two fresh... http//t.co/LsA7tibWN1"; 51.04839287; -114.05940132
354377710593769474; "Mon Jul 08 231324 0000 2013"; 7934512; "Eric Portelance"; "Glad I have insurance because my basement is now totally flooded"; 43.64005029; -79.42050473
354377833503662080; "Mon Jul 08 231354 0000 2013"; 317215845; "Radio Nation"; "Someone realized what lies ahead and decided to turn around. Commissioners Road near Carlaw. #stormTO http//t.co/HcG7yTtQSw"; 43.659778; -79.33692956
354378151104757760; "Mon Jul 08 231510 0000 2013"; 253090802; "nicola peragine"; "Its official...my socks are soaked. #stormTO http//t.co/LQZO7LZfKT"; 43.63907015; -79.38794455
354378170344026112; "Mon Jul 08 231514 0000 2013"; 1116052914; "kelly"; "beerboozebites Holy crap  SERIOUS flood at King St West train bridge! http//t.co/OPx9shDacd wow avoid T.O for now"; 44.35096582; -78.43972486
354378420261617666; "Mon Jul 08 231614 0000 2013"; 317215845; "Radio Nation"; "Why did the Honda turn around? To avoid this. #stormTO http//t.co/O6wmRW566H"; 43.65979406; -79.3367493
354378580261744640; "Mon Jul 08 231652 0000 2013"; 427758255; "chris occhipinti"; "Cawthra road washed out! #stormto http//t.co/wH7anugnSy"; 43.573673; -79.567153
354378601812070401; "Mon Jul 08 231657 0000 2013"; 71576139; "Shreya Tekriwal Gupta"; "Wow... MT ElenaLappo 427 and burnhamthorpe....cars flooded to the roofs http//t.co/lm3T6fZJAr"; 43.85540995; -79.50443769
354378667041894402; "Mon Jul 08 231712 0000 2013"; 22558185; "Chris Chreston"; "Another flight joining the club waiting in Ottawa #stormto  Ottawa MacdonaldCartier International http//t.co/XRXmDvjfCQ"; 45.32246135; -75.66700459
354378845081702400; "Mon Jul 08 231755 0000 2013"; 89029553; "Shawn Findlay"; "There is so much fucking traffic Im debating pulling over somewhere random and watch tv on my phone #stormTO"; 43.76676433; -79.36336948
354378851842936832; "Mon Jul 08 231757 0000 2013"; 317215845; "Radio Nation"; "GreyhoundBus means business. It plows through the flooding and thinks nothing of it. #stormTO http//t.co/U6MvRnuQ1S"; 43.65977798; -79.33692972
354379218253131776; "Mon Jul 08 231924 0000 2013"; 113253801; "Sept 8s Model"; "My fucking basement it flooded ."; 43.68486294; -79.57228054
354379306446757889; "Mon Jul 08 231945 0000 2013"; 317215845; "Radio Nation"; "Commissioners is home to some film studios. Also home to lots of water at the moment. #stormTO http//t.co/fTs0kmf9mX"; 43.65976029; -79.33671843
354379669400858624; "Mon Jul 08 232111 0000 2013"; 27610782; "Stephen Wise"; "Its wet outside baby. Toronto flooded. Crazy."; 43.80812644; -79.43110842
354030085508050944; "Mon Jul 08 001204 0000 2013"; 68293330; "Calgary Now"; "Community effort puts Stampede 101 on track CALGARY  The day the recent devastating flood crashed into the... http//t.co/uF7SbAt8yf"; 51.04839287; -114.05940132
354043323972980737; "Mon Jul 08 010440 0000 2013"; 384343830; "jonathan sturgeon"; "Let it rain, let it rain, open the flood gates of heaven and let it rain, God let it rain on this city, this Provence, this country"; 45.96326474; -66.57643984
354049464350154753; "Mon Jul 08 012904 0000 2013"; 68293330; "Calgary Now"; "Alberta Premier Alison Redford says taxes shouldnt be hiked to pay for flood relief Listen to the premier. http//t.co/SibtjwmRbE"; 51.04839287; -114.05940132
354080594201804802; "Mon Jul 08 033246 0000 2013"; 27905429; "Brian"; "nenshi have you seem the flood relief tshirts with your likeness painted on them?"; 51.081862; -114.21452743
354086207317225473; "Mon Jul 08 035505 0000 2013"; 283682588; "BELIEBER4LIFE"; "#4YearsOfOneTime yesterday and the tears and memories flood in...doesnt even seem like 4 years ago."; 46.48347142; -80.98620865
354104357475713024; "Mon Jul 08 050712 0000 2013"; 221109689; "Kelly Lyver"; "Still awake after 2 hrs of sleep last night and the gutting of a flooded out basement. #insomniasucks."; 50.87782004; -114.03592057
354117729436971008; "Mon Jul 08 060020 0000 2013"; 1157683158; "Insert Clever Handle"; "RobotThomas I know! And were so close to the river it was bad!Did I ever show you my flood photos?"; 50.94834977; -114.00858067
354118583351123968; "Mon Jul 08 060344 0000 2013"; 1157683158; "Insert Clever Handle"; "When The Levee Breaks Calgary Flood 2013 http//t.co/y6PA6KkFh6robotthomasThis was the night the flooding started. In up my waist!"; 50.948954; -114.020353
354118913895841792; "Mon Jul 08 060502 0000 2013"; 1157683158; "Insert Clever Handle"; "Douglasdale Power Station Submerged Calgary Flood 2013 http//t.co/5keaoAdowQrobotthomasPower station near my house."; 50.951279; -114.01855
354119389592821761; "Mon Jul 08 060656 0000 2013"; 1157683158; "Insert Clever Handle"; "New Lakes Calgary Flood 2013 http//t.co/IF6ZcevC2QrobotthomasFlooded power lines off Deerfoot Trail"; 50.950793; -114.016147
354119605712723968; "Mon Jul 08 060747 0000 2013"; 68293330; "Calgary Now"; "Concert to raise funds for flood victims Efforts are underway to hold a major fundraising concert to support... http//t.co/6UrJCexo9A"; 51.04839287; -114.05940132
354119773572960256; "Mon Jul 08 060827 0000 2013"; 1157683158; "Insert Clever Handle"; "Friendly Military Gents Helping With The Cleanup Calgary Flood 2013 http//t.co/72nf5qA0YkFriendly soldiers helping out"; 50.950198; -114.015031
354121308801474560; "Mon Jul 08 061433 0000 2013"; 1157683158; "Insert Clever Handle"; "Friendly Military Gents Helping With The Cleanup Calgary Flood 2013 http//t.co/72nf5qA0YkrobotthomasSoldiers helping out"; 50.950198; -114.015031
354121486870646784; "Mon Jul 08 061516 0000 2013"; 1157683158; "Insert Clever Handle"; "RobotThomas Thanks!I sent 4 flood pics did you see them?Theyll be on my profile page too"; 50.94833728; -114.00856487
354140424987869184; "Mon Jul 08 073031 0000 2013"; 17337834; "04936"; "04936 Flash Flood Watch issued July 08 at 324AM EDT until July 09 at 1200AM EDT by NWS Gray/Portland http//t.co/3CP6zdjCw6"; 45.400842; -70.630941
354176536737366016; "Mon Jul 08 095401 0000 2013"; 34093802; "Tonya Marie"; "KarrileeA Friend I just inundated your DM box with a bazillion messages , #sorrynotsorry"; 42.99010665; -81.16171195
354201723021164544; "Mon Jul 08 113406 0000 2013"; 68293330; "Calgary Now"; "Volunteer effort continues in High River Crews have been working around the clock to clean up the flood damage... http//t.co/TaCoVgPJNa"; 51.04839287; -114.05940132
354231612923322372; "Mon Jul 08 133252 0000 2013"; 15417789; "Mike Isinger"; "Chinese buyers flood U.S. housing market. http//t.co/oINa6Q3sOw"; 49.150026; -123.194238
354237282582134784; "Mon Jul 08 135524 0000 2013"; 17337834; "04936"; "04936 Flash Flood Watch issued July 08 at 951AM EDT until July 09 at 1200AM EDT by NWS Gray/Portland http//t.co/bm7mrHm4AA"; 45.400842; -70.630941
354240563689684994; "Mon Jul 08 140826 0000 2013"; 68293330; "Calgary Now"; "Lack of flood assistance for secondhome owners questioned As the flood cleanup continues, Albertans with... http//t.co/oKLYQl9p0e"; 51.04839287; -114.05940132
354243869057093632; "Mon Jul 08 142134 0000 2013"; 128684824; "Terry"; "Zero energy or motivation. Need new shoes for work tho. Amp flood killed mine....sigh"; 43.7150029; -79.54426789
354250885481771009; "Mon Jul 08 144927 0000 2013"; 92423536; "Kevin J Mellis"; "bifnaked you certainly are a very strong advocate for Alberta and this very unfortunate flood. Very cool to see! Thanx again!!! Cheers K"; 51.06220603; -114.06474427
354283499454332929; "Mon Jul 08 165903 0000 2013"; 68293330; "Calgary Now"; "Calgary flood victim overbilled by contractor, she says A Calgary homeowner alleges a restoration company... http//t.co/HLRdBhaGlQ"; 51.04839287; -114.05940132
354295838937321472; "Mon Jul 08 174805 0000 2013"; 70196696; "Winnipeg Now"; "R.M. of Mossey declares state of emergency after flood A central Manitoba community has declared a state of... http//t.co/mNF82vh1RC"; 49.89034914; -97.13954053
354296138628743169; "Mon Jul 08 174916 0000 2013"; 51328809; "Myles Olson"; "New photo Flood2013Full http//t.co/5R7AruMybJ"; 51.0377361; -114.0815378
354299103783563264; "Mon Jul 08 180103 0000 2013"; 68293330; "Calgary Now"; "You can help the Red Cross flood relief program with the purchase of our Flood of 2013 magazine The devastating... http//t.co/69ZcYXeXY5"; 51.04839287; -114.05940132
354303873235693569; "Mon Jul 08 182000 0000 2013"; 147818157; "Chanceformations Personal Training Inc"; "Hi everyone. Chanceformations is taking cash donations for flood relief. It will go to the Red Cross. MSG me for deets. Thank you!!"; 51.04534912; -114.08149719
354310948418355201; "Mon Jul 08 184807 0000 2013"; 68293330; "Calgary Now"; "Flood recovery to be overseen by newly named director With the citys postflood costs to repair infrastructure... http//t.co/TkS5kbGaWm"; 51.04839287; -114.05940132
354328720405827584; "Mon Jul 08 195844 0000 2013"; 17337834; "04936"; "04936 Flash Flood Watch issued July 08 at 349PM EDT until July 09 at 1200AM EDT by NWS Gray/Portland http//t.co/Zx9hjeCqJr"; 45.400842; -70.630941
354335592923934720; "Mon Jul 08 202603 0000 2013"; 53969028; "Toronto Now"; "Comics stage Toronto benefit for floodstricken Alberta Ron James, Elvira Kurt, Ryan Belleville and other top... http//t.co/EiRRgwFkA5"; 43.64842391; -79.37536382
354342155193552897; "Mon Jul 08 205207 0000 2013"; 68293330; "Calgary Now"; "Calgary officials move onto postflood recovery phase expected to take years and cost hundreds of millions City... http//t.co/8CBBZLYT8v"; 51.04839287; -114.05940132
354345456987422721; "Mon Jul 08 210515 0000 2013"; 25097977; "Travel Jasons Way"; "My street is starting to flood with all the rain!!!  This is crazy weather!"; 43.79248931; -79.44789095
354345918620901376; "Mon Jul 08 210705 0000 2013"; 340466540; "Dasha Balcom"; "Going nowhere fast ... #flood #intraffichell  Woodbine Racetrack http//t.co/xywDhN9TuR"; 43.71522454; -79.60427284
354347567900925954; "Mon Jul 08 211338 0000 2013"; 208255571; "floyd"; "My car almost got flooded on Wynford . Yikes!"; 43.72503713; -79.3366989
354350200317427712; "Mon Jul 08 212405 0000 2013"; 68293330; "Calgary Now"; "Comics stage Toronto benefit for floodstricken Alberta Ron James, Elvira Kurt, Ryan Belleville and other top... http//t.co/er3OUjL9Kl"; 51.04839287; -114.05940132
354350198941691904; "Mon Jul 08 212405 0000 2013"; 68293330; "Calgary Now"; "Nenshi names official to oversee Calgary flood recovery The mayor has appointed a senior official to oversee... http//t.co/eWIBvvaE5g"; 51.04839287; -114.05940132
354350197352046592; "Mon Jul 08 212405 0000 2013"; 68293330; "Calgary Now"; "Heritage homeowners face flood cleanup challenges Some of the neighbourhoods hit hardest by Calgarys floods are... http//t.co/E6tGkUjJdZ"; 51.04839287; -114.05940132
354352968600006656; "Mon Jul 08 213505 0000 2013"; 23248079; "Zhang Sqrd"; "Class canceled cause classroom flooded...  Wilson Hall, New College http//t.co/9cu3piDn4p"; 43.66170614; -79.40031043
354353424726368257; "Mon Jul 08 213654 0000 2013"; 21145168; "Kristin Herriott"; "rockyR5 Lucky. Its huge thunderstorms in Toronto amp, the roads r flooded but I loved getting 2 drive home. Had 2b there 2 experience it tho."; 43.85087335; -79.45413528
354353480187658240; "Mon Jul 08 213707 0000 2013"; 130613048; "Chris C"; "Wow Upper Gardiner at spadina is flooded. Yikes. CP24 Drive safe. #toronto #flooding"; 43.69065798; -79.29689575
354355741836066820; "Mon Jul 08 214607 0000 2013"; 541846119; "Cathy Davis"; "South #DVP completely flooded south of Pottery Rd. #pleasedrivecarefully"; 43.9811652; -79.4680722
354356158439493632; "Mon Jul 08 214746 0000 2013"; 762691646; "Irving"; "Damn, my entire backyard has became a flood !"; 43.74142321; -79.59673466
354356738792767489; "Mon Jul 08 215004 0000 2013"; 906862765; "Heather Hird"; "CityAvery The street is now completely flooded. Water has overtaken the sidewalk and up onto walkways. CityNews http//t.co/BqVn1n20or"; 43.6630797; -79.4587484
354356857927761920; "Mon Jul 08 215033 0000 2013"; 34100868; "Maggie Burns"; "Flooded in in the Brampton office... I think I had a nightmare about this last week #rainraingoaway"; 43.73472; -79.70604
354357799096033280; "Mon Jul 08 215417 0000 2013"; 762691646; "Irving"; "puppal811 yeah my back yard has flooded, most of the waters close to my door lol"; 43.74142321; -79.59673466
354358584592703489; "Mon Jul 08 215724 0000 2013"; 37987690; "Sam Lightowler"; "Small flood #storm  Humble Abode http//t.co/ctIFPqLCOp"; 43.56999969; -79.5759964
354358715232702464; "Mon Jul 08 215756 0000 2013"; 394926057; "Bisma M. Bhatti"; "Check out this little flood. Thats right, you cant see the curb! http//t.co/I77DfqklHG"; 43.59480022; -79.66655613
354359292935147520; "Mon Jul 08 220013 0000 2013"; 427780639; "Jac"; "Drive safe everyone! Streets in our neighbourhood are flooded. Power just went out."; 43.6631724; -79.5830698
354359536024424449; "Mon Jul 08 220111 0000 2013"; 762691646; "Irving"; "God forbid that we dont get the devastating flood that Alberta got !"; 43.74142321; -79.59673466
354359671508832257; "Mon Jul 08 220144 0000 2013"; 30237884; "Jen"; "Craziest commute EVER! Flooded roads from North York all the way home amp, zero visablity in many, many places! CityNatasha WxMississauga"; 43.54988; -79.61098
354360323907661825; "Mon Jul 08 220419 0000 2013"; 1325343240; "Molly Willows"; "Never mind the cops taking over bellwoods park, there is a fucking waterfall coarsing through its every flooded oozy bits #fuckyoutoronto"; 43.64656116; -79.415789
354360616858828800; "Mon Jul 08 220529 0000 2013"; 1549295347; "Ransher Nain"; "Kavisha95 well sure , but its flooded in a matter of minutes"; 43.57655658; -79.58411451
354361031172177920; "Mon Jul 08 220708 0000 2013"; 138093232; "Brent Michaluk"; "Water coming down the steps at Union teamway entrance. Major flood under tracks on lower Simcoe, two cars nearly submerged #onstorm"; 43.64190298; -79.3841642
354361155134816256; "Mon Jul 08 220737 0000 2013"; 18773985; "Candace Forsyth"; "Flickering lights at Hallam and Dovercourt. #stormTO"; 43.66814574; -79.4321707
354361430910308353; "Mon Jul 08 220843 0000 2013"; 9864812; "grahampowell"; "Rainplow Limo. Power is out and highways flooded. My limo driver is awesome!!  TTC Bus 73 Royal York http//t.co/teq5Eig8rp"; 43.67724635; -79.51962957
354361524183244800; "Mon Jul 08 220905 0000 2013"; 121249388; "Andrew Hoffman"; "Sidewalk destroyed from the flood 2 weeks ago http//t.co/8YvB0m44hV"; 51.0343939; -114.05423714
354362045220655104; "Mon Jul 08 221109 0000 2013"; 146112367; "Davis Awoterinwa"; "#flood #torontoweather #rain  Pepsico http//t.co/NUKWY27BOj"; 43.65819698; -79.61045241
354362171213377536; "Mon Jul 08 221140 0000 2013"; 52898440; "Mary Ann Torres"; "Lakeshore blvd  parklawn completely flooded  no street cars or cars http//t.co/NVpCpssUBT"; 43.6255; -79.4816
354362557663956992; "Mon Jul 08 221312 0000 2013"; 109113765; "Denielle B"; "#toronto Flood http//t.co/SZGdqM59Z2"; 43.68817092; -79.5066287
354362763507798017; "Mon Jul 08 221401 0000 2013"; 52065949; "Shubham Datta"; "And now the power is out. #TOstorm"; 43.69788577; -79.50685097
354362820483223552; "Mon Jul 08 221414 0000 2013"; 278986603; "Zekria"; "My fucking street is flooded!!! Fml"; 43.6402269; -79.5602076
354362869619503105; "Mon Jul 08 221426 0000 2013"; 16879485; "Danielle"; "... And there goes the power #tostorm"; 43.6402978; -79.3754762
354362875650916355; "Mon Jul 08 221427 0000 2013"; 484364767; "Patrick"; "Do NOT try and drive on bay by union.  Flooded under the tracks!!! #rainTO #Toronto"; 43.64438484; -79.37756627
354363011789623296; "Mon Jul 08 221500 0000 2013"; 30749003; "Diana Worobec"; "MichaelShanks #savinghope studio is flooded. Needless to say, we are wrapped for the day? http//t.co/Py1Yekfqt0"; 43.126052; -79.2611572
354364214997037056; "Mon Jul 08 221947 0000 2013"; 422037568; "Scott Rathbone"; "Power outage in liberty village #tostorm"; 43.63968035; -79.41457879
354365193242943488; "Mon Jul 08 222340 0000 2013"; 98827208; "Eliana Bray"; "RT exnihilowines High River Flood Relief  http//t.co/FuifGgjEsD"; 49.84071233; -119.45849166
354365234170953732; "Mon Jul 08 222350 0000 2013"; 221046669; "Patricia Quintero"; "jeangeorge17 slow amp, bad traffic, trying to get to class! #severestorm # nopower on Queen St. West flooded streets. C u soon!"; 43.64873224; -79.39675004
354365238088433665; "Mon Jul 08 222351 0000 2013"; 1521019129; "BRYANT"; "Laptop has 2hrs remaining. No way Im leaving work in this #stormTO"; 43.62; -79.7733
354365714729140224; "Mon Jul 08 222544 0000 2013"; 397304173; "AG"; "My whole fucking room is flooded"; 43.65554852; -79.57240708
354365737386786816; "Mon Jul 08 222550 0000 2013"; 29585712; "Marta Rusiniak"; "Holy, be careful if youre out there! RT beerboozebites Holy crap  SERIOUS flood at King St West train bridge! http//t.co/slBJGQdjNl"; 43.66484694; -79.49799936
354366248194293762; "Mon Jul 08 222752 0000 2013"; 16879485; "Danielle"; "BlueGarnet S some subway stations too. Kind of scary. Everything around here is flooded..."; 43.64659395; -79.37517036
354366311847043074; "Mon Jul 08 222807 0000 2013"; 70196696; "Winnipeg Now"; "Manitoba flood evacuees suing MANFF, federal government The federal government and the Manitoba Association of... http//t.co/xGE0e24LJ4"; 49.89034914; -97.13954053
354366587203108864; "Mon Jul 08 222912 0000 2013"; 1288707535; "Piroska Bata"; "QEW flooded east n west bound in spots! I stopped to take pic #drivesafe #mississauga #Toronto #safety http//t.co/42rURDt9J8"; 43.62315; -79.49961
354366590373994496; "Mon Jul 08 222913 0000 2013"; 18825309; "AleenaZ"; "Guys seriously be careful. That was a tough drive home. Lots of roads under water. #stormTO"; 43.6942578; -79.39632149
354366637014659074; "Mon Jul 08 222924 0000 2013"; 65265612; ""; "So the PATH is partially flooded and power outages errrywhere! Guys, its complete rush hour chaos."; 43.64805101; -79.3799241
354366800370216960; "Mon Jul 08 223003 0000 2013"; 221668042; "Karishma Vaz"; "Power is out! #TOstorm"; 43.81242046; -79.26515282
354366890681970688; "Mon Jul 08 223025 0000 2013"; 259118179; "Jonathan Seki"; "Damn my grandfathers house has no power and its flooded."; 43.8569949; -79.3986789
354367019786833921; "Mon Jul 08 223056 0000 2013"; 24822695; "anubha momin"; "nevillepark Welp. RT beerboozebites Holy crap  SERIOUS flood at King St West train bridge! http//t.co/Q0Hl2SLWVE Holy smokes."; 43.644095; -79.40078948
354367152138108928; "Mon Jul 08 223127 0000 2013"; 137496524; ""; "Theres a flood outside can you even swim bro!"; 43.5878495; -79.6577104
354367405054627840; "Mon Jul 08 223227 0000 2013"; 29752106; "Jackie Vieira"; "Power is out in Mississauga and I know of at least one flooded home on my street. People take care and be careful on those roads."; 43.58353; -79.63435
354367443281518592; "Mon Jul 08 223236 0000 2013"; 238621553; "Jason R"; "beerboozebites Holy crap  SERIOUS flood at King St West train bridge! http//t.co/k6wKqd9yGe YIKES #tdotflood"; 43.66631368; -79.59933582
354367620222435329; "Mon Jul 08 223319 0000 2013"; 52065949; "Shubham Datta"; "Follow TorontoHydro for updates on the #power #outage! #darkTO #stormTO #TOstorm #onstorm #stormwatch"; 43.69794225; -79.50705852
354367741014188032; "Mon Jul 08 223348 0000 2013"; 10894472; "Collin Ng"; "SoulSurfette lol the city is getting slammed by a fuck of a storm, powers out. King and lakeshore are both flooded and you post this!! Lol"; 43.64706985; -79.39936192
354368036897161216; "Mon Jul 08 223458 0000 2013"; 47774224; "Reeti A"; "#kipling and #martingrove stations are flooded and are not accessible at all #torontoflooding #torontoiswet GOtransit"; 43.70647629; -79.5626033
